Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars)
19.44444444,0.76,11.27,180,16.1,0,1014.6
18.33333333,0.81,11.27,160,16.1,0,1014.1
17.95,0.81,10.9802,161,15.1501,0,1014.1
17.77777778,0.84,9.66,150,9.982,0,1014.1
21.11111111,0.73,11.27,150,9.982,0,1014.1
23.76666667,0.63,12.719,180,10.3684,0,1014.07
27.77777778,0.49,11.27,190,9.982,0,1013.8
31.11111111,0.33,17.71,220,9.982,0,1013.4
31.97777778,0.34,20.9622,224,10.3684,0,1013.36
32.77777778,0.32,17.71,250,9.982,0,1012.9
33.88888889,0.28,20.93,230,9.982,0,1012.7
34.73888889,0.29,18.354,220,10.3684,0,1012.35
36.11111111,0.25,24.15,220,9.982,0,1011.7
36.11111111,0.24,25.76,210,9.982,0,1011.3
34.87777778,0.25,23.9407,224,10.3684,0,1011.24
33.88888889,0.27,22.54,230,9.982,0,1010.9
32.77777778,0.3,16.1,230,9.982,0,1010.9
29.06111111,0.42,8.533,192,10.3684,0,1010.75
26.11111111,0.5,11.27,170,9.982,0,1010.4
25,0.54,6.44,190,16.1,0,1010.3
24.26666667,0.62,11.4954,182,9.982,0,1010.52
23.33333333,0.66,14.49,190,16.1,0,1010.6
22.77777778,0.71,11.27,190,16.1,0,1011.1
20.51666667,0.76,2.9463,153,15.1501,0,1012.58
23.33333333,0.53,14.49,290,16.1,0,1013
25,0.5,20.93,320,16.1,0,1013.4
22.11666667,0.63,11.2861,324,15.1501,0,1014.27
20,0.73,11.27,280,9.982,0,1014.4
22.77777778,0.66,9.66,270,9.982,0,1014.9
24.86111111,0.56,12.5741,300,10.3684,0,1015.59
26.11111111,0.47,17.71,330,9.982,0,1015.7
27.77777778,0.43,16.1,320,9.982,0,1016
29.68888889,0.35,13.2986,332,10.3684,0,1016.11
31.11111111,0.33,9.66,310,9.982,0,1015.9
32.77777778,0.29,11.27,300,9.982,0,1015.4
33.57777778,0.26,2.254,310,10.3684,0,1015.36
33.88888889,0.25,4.83,320,9.982,0,1014.5
33.88888889,0.25,8.05,230,9.982,0,1014.1
33.83888889,0.26,2.0286,344,10.3684,0,1013.95
33.88888889,0.25,8.05,180,9.982,0,1013.5
32.22222222,0.3,4.83,170,9.982,0,1013.2
29.15,0.4,0.9821,172,10.3684,0,1013.12
23.88888889,0.62,0,0,9.982,0,1013.2
23.33333333,0.62,0,0,16.1,0,1013.5
22.9,0.65,3.22,160,15.1501,0,1013.2
21.11111111,0.71,0,0,16.1,0,1012.7
20.55555556,0.73,3.22,130,16.1,0,1012.6
17.32222222,0.72,13.2986,300,15.1501,0,1019.49
20,0.76,6.44,120,16.1,0,1011.6
19.44444444,0.76,3.22,160,16.1,0,1011.3
18.83333333,0.8,10.2074,315,15.1501,0,1011.78
20,0.68,22.54,330,9.982,0,1013.2
20,0.73,17.71,340,9.982,0,1013.1
21.06111111,0.69,20.6724,321,10.3684,0,1013.6
22.22222222,0.64,17.71,310,9.982,0,1014.1
22.77777778,0.57,25.76,310,9.982,0,1014.4
24.89444444,0.48,27.2734,302,10.3684,0,1015.17
26.11111111,0.42,27.37,320,9.982,0,1015.4
26.11111111,0.39,27.37,320,9.982,0,1015.7
26.12777778,0.44,28.2233,320,10.3684,0,1015.88
27.22222222,0.41,24.15,320,9.982,0,1015.9
27.22222222,0.39,25.76,310,9.982,0,1015.9
26.17777778,0.39,20.7529,313,10.3684,0,1016.16
25,0.42,22.54,300,9.982,0,1016.7
25,0.39,22.54,310,9.982,0,1017.2
23.88888889,0.45,25.76,320,10.3684,0,1017.74
22.22222222,0.43,16.1,320,9.982,0,1018.4
21.11111111,0.49,14.49,320,16.1,0,1019.5
19.55,0.55,11.3344,317,15.5204,0,1020.15
18.88888889,0.56,14.49,310,16.1,0,1020.5
16.66666667,0.67,11.27,300,16.1,0,1020.5
13.88888889,0.76,11.27,290,15.5204,0,1021.44
15.55555556,0.75,14.49,300,16.1,0,1020.9
14.44444444,0.8,11.27,300,16.1,0,1021.1
14.91111111,0.79,13.9587,299,15.5204,0,1021.26
15,0.78,11.27,290,9.982,0,1021.7
17.22222222,0.67,14.49,310,9.982,0,1021.8
18.8,0.62,20.0767,311,10.3684,0,1022
21.11111111,0.46,22.54,320,9.982,0,1021.8
22.22222222,0.43,20.93,310,9.982,0,1021.6
23.75,0.41,13.6206,317,10.3684,0,1021.56
23.88888889,0.34,17.71,330,9.982,0,1021.2
26.11111111,0.3,14.49,330,9.982,0,1020.8
25.97222222,0.29,16.4059,339,10.3684,0,1020.39
27.22222222,0.26,17.71,310,9.982,0,1020.1
26.11111111,0.28,24.15,300,9.982,0,1020
25.01666667,0.33,20.0928,312,10.3684,0,1020.08
25,0.32,20.93,320,9.982,0,1019.8
23.88888889,0.36,12.88,320,9.982,0,1019.9
22.31111111,0.42,11.4632,320,10.3684,0,1020.26
18.88888889,0.52,11.27,310,9.982,0,1020.7
17.77777778,0.58,6.44,300,16.1,0,1021.2
16.38888889,0.64,7.1323,310,15.5204,0,1021.42
15.55555556,0.67,6.44,310,16.1,0,1021.3
13.88888889,0.75,6.44,290,16.1,0,1021.5
15.20555556,0.69,4.0572,116,15.1501,0,1018.4
12.22222222,0.8,0,0,16.1,0,1021.1
11.66666667,0.83,0,0,16.1,0,1021
11.61111111,0.87,3.8157,344,15.1501,0,1021.31
12.22222222,0.8,0,0,9.982,0,1021.6
17.22222222,0.67,0,0,9.982,0,1021.6
19.91111111,0.54,4.9749,2,10.3684,0,1021.63
22.77777778,0.41,9.66,20,9.982,0,1021.6
23.88888889,0.34,11.27,10,9.982,0,1021.3
25,0.32,9.0321,51,10.3684,0,1021.3
26.11111111,0.28,4.83,20,9.982,0,1020.7
26.11111111,0.28,11.27,60,9.982,0,1020.2
27.60555556,0.28,8.4042,337,10.3684,0,1019.59
27.22222222,0.28,8.05,120,9.982,0,1019.1
27.77777778,0.27,8.05,50,9.982,0,1018.7
27.68888889,0.27,1.8837,148,10.3684,0,1018.19
27.22222222,0.28,11.27,120,9.982,0,1017.7
27.22222222,0.28,4.83,140,9.982,0,1017.6
23.13888889,0.38,7.5831,136,10.3684,0,1017.51
20,0.53,3.22,160,9.982,0,1017.8
21.11111111,0.44,11.27,120,16.1,0,1018.1
19.56666667,0.5,10.304,133,15.5204,0,1018.08
18.88888889,0.52,11.27,130,16.1,0,1017.9
15.55555556,0.67,3.22,140,16.1,0,1018.1
16.12777778,0.75,5.5062,316,15.1501,0,1018.68
14.44444444,0.72,6.44,130,16.1,0,1017.6
13.88888889,0.75,3.22,150,16.1,0,1017.6
11.97777778,0.81,3.2844,100,15.1501,0,1017.84
13.88888889,0.77,0,0,9.982,0,1017.9
20,0.53,0,0,9.982,0,1018
21.75555556,0.51,3.7352,124,9.982,0,1018.19
25,0.39,3.22,100,9.982,0,1018.1
27.22222222,0.28,11.27,100,9.982,0,1018.2
27.57222222,0.29,11.0929,101,10.3684,0,1018.15
27.77777778,0.28,12.88,90,9.982,0,1017.9
28.88888889,0.27,12.88,100,9.982,0,1017.5
29.82777778,0.25,7.7441,53,10.3684,0,1017.17
31.11111111,0.23,9.66,0,9.982,0,1016.8
30,0.24,8.05,80,9.982,0,1016.3
30.93888889,0.22,5.5223,48,10.3684,0,1016.45
30,0.25,3.22,70,9.982,0,1016.1
28.88888889,0.27,9.66,50,9.982,0,1016.5
27.22222222,0.32,9.3058,49,10.3684,0,1016.84
25,0.36,11.27,70,9.982,0,1017.2
24.44444444,0.39,11.27,70,16.1,0,1017.7
20.95555556,0.52,6.118,58,15.5204,0,1018.06
18.33333333,0.63,6.44,40,16.1,0,1018.2
17.77777778,0.7,3.22,320,16.1,0,1018.5
17.96666667,0.78,3.542,355,15.5204,0,1018.23
15.55555556,0.78,0,0,16.1,0,1018.8
15.55555556,0.78,0,0,16.1,0,1019
14.91111111,0.84,4.1055,322,15.5204,0,1019.08
16.11111111,0.81,8.05,340,9.982,0,1019.5
18.88888889,0.78,8.05,340,9.982,0,1019.6
22.17222222,0.61,8.5169,358,10.3684,0,1019.98
25,0.47,8.05,40,9.982,0,1019.8
27.77777778,0.35,3.22,60,9.982,0,1019.6
29.68888889,0.35,3.8318,26,10.3684,0,1019.74
30,0.31,11.27,340,9.982,0,1019.4
31.11111111,0.29,11.27,0,9.982,0,1019.1
32.01666667,0.27,6.6332,317,10.3684,0,1018.76
32.22222222,0.28,11.27,340,9.982,0,1018
32.22222222,0.26,9.66,340,9.982,0,1017.7
31.97777778,0.29,3.7352,5,10.3684,0,1017.6
31.11111111,0.27,9.66,10,9.982,0,1017.5
30,0.31,11.27,60,9.982,0,1017.4
27.31111111,0.39,6.8747,44,10.3684,0,1017.66
25,0.47,8.05,80,9.982,0,1017.8
24.44444444,0.5,6.44,100,16.1,0,1018.3
20.81666667,0.64,3.703,57,15.5204,0,1017.95
20,0.87,3.22,200,9.982,0,1014
18.88888889,0.93,6.44,260,9.982,0,1013.5
18.61111111,0.92,6.2307,305,13.9587,0,1009.93
19.44444444,0.9,0,0,9.982,0,1013.3
18.88888889,0.93,0,0,9.982,0,1012.6
18.47222222,0.96,3.4132,349,4.5885,0,1012.52
18.88888889,0.93,4.83,300,3.059,0,1012.2
20,0.93,0,0,4.025,0,1012.1
22.13333333,0.82,8.8067,242,7.1645,0,1012.38
22.22222222,0.76,1.61,170,8.05,0,1012.6
22.77777778,0.79,4.83,200,9.982,0,1012.7
24.77777778,0.74,11.3022,223,11.0768,0,1012.67
27.22222222,0.6,4.83,230,11.27,0,1012.2
27.77777778,0.53,8.05,250,11.27,0,1011.3
28.66666667,0.49,5.1359,214,11.4471,0,1010.6
27.77777778,0.49,9.66,260,9.982,0,1009.6
28.88888889,0.43,4.83,200,11.27,0,1009
25.60555556,0.59,12.3004,322,11.4471,0,1009.48
25,0.64,3.22,10,11.27,0,1008.9
25,0.69,3.22,280,11.27,0,1008.8
22.96666667,0.81,4.7012,253,11.4471,0,1009.27
22.22222222,0.81,0,0,11.27,0,1009.1
21.66666667,0.87,11.27,350,15.134,0,1009.9
21.66666667,0.83,6.3434,342,14.329,0,1009.75
19.44444444,0.7,0,0,16.1,0,1018.4
18.33333333,0.73,3.22,280,16.1,0,1018.3
19.46111111,0.74,3.2522,339,15.1501,0,1017.44
17.77777778,0.78,3.22,10,16.1,0,1018
18.88888889,0.75,6.44,40,16.1,0,1017.9
16.40555556,0.86,6.6815,326,15.1501,0,1018.11
17.22222222,0.87,4.83,20,9.982,0,1018.1
21.11111111,0.68,8.05,40,9.982,0,1018
22.65555556,0.67,3.9445,26,10.3684,0,1018.14
26.11111111,0.58,8.05,70,9.982,0,1018
27.77777778,0.46,8.05,60,9.982,0,1017.8
29.87777778,0.36,6.7942,8,10.3684,0,1017.78
32.22222222,0.3,9.66,300,9.982,0,1017.5
32.22222222,0.3,4.83,330,9.982,0,1017.3
32.55555556,0.28,3.8479,300,10.3684,0,1016.89
32.77777778,0.27,4.83,170,9.982,0,1016.2
33.88888889,0.25,4.83,20,9.982,0,1015.9
32.71111111,0.27,4.3309,325,10.3684,0,1015.77
32.77777778,0.29,1.61,0,9.982,0,1015.6
30,0.34,4.83,20,9.982,0,1015.8
27.42777778,0.41,1.1753,149,10.3684,0,1015.97
27.22222222,0.44,8.05,40,9.982,0,1016.5
25,0.5,6.44,40,16.1,0,1016.8
22.98333333,0.58,4.0894,357,15.5204,0,1017.05
21.11111111,0.71,0,0,16.1,0,1017
20,0.76,0,0,16.1,0,1017.2
20.26111111,0.75,6.8908,340,15.1501,0,1017.5
18.88888889,0.73,0,0,16.1,0,1017.1
17.22222222,0.78,6.44,310,16.1,0,1017.2
18.17777778,0.74,13.0893,324,15.1501,0,1017.32
18.88888889,0.73,8.05,340,9.982,0,1017.6
22.22222222,0.68,8.05,340,9.982,0,1017.9
24.81111111,0.59,10.1752,341,10.3684,0,1018.07
27.22222222,0.47,9.66,350,9.982,0,1018.1
28.88888889,0.46,11.27,320,9.982,0,1018
30.97222222,0.38,10.7387,319,10.3684,0,1018.05
32.22222222,0.35,9.66,0,9.982,0,1017.9
32.77777778,0.3,3.22,330,9.982,0,1017.3
32.63888889,0.31,7.1323,334,10.3684,0,1016.89
33.88888889,0.27,8.05,250,9.982,0,1016.5
31.11111111,0.32,16.1,0,11.27,0,1016.1
28.12222222,0.43,16.1966,313,11.4471,0,1016.62
27.77777778,0.49,14.49,310,9.982,0,1016.6
27.22222222,0.47,8.05,340,9.982,0,1016.6
27.22222222,0.43,12.4453,43,10.3684,0,1016.77
23.88888889,0.62,11.27,60,9.982,0,1017.4
23.88888889,0.6,11.27,40,16.1,0,1017.7
21.88888889,0.63,4.1216,335,15.5204,0,1017.71
21.11111111,0.84,6.44,20,15.134,0,1009.5
20,0.84,0,0,15.134,0,1009.2
18.53888889,0.93,6.4561,263,14.329,0,1008.16
18.33333333,0.93,6.44,340,16.1,0,1009.3
17.77777778,0.97,6.44,320,15.134,0,1009
17.42777778,0.97,6.7781,329,7.9856,0,1009.05
18.88888889,0.93,8.05,0,4.991,0,1009.3
21.11111111,0.81,4.83,10,6.118,0,1009.2
22.08333333,0.77,8.4686,16,9.6117,0,1009.28
22.77777778,0.73,8.05,0,9.982,0,1009.3
23.88888889,0.66,9.66,350,9.982,0,1009.5
25,0.64,7.0035,317,9.982,0,1009.56
26.11111111,0.54,8.05,340,11.27,0,1009.4
27.77777778,0.49,4.83,340,11.27,0,1008.8
27.23888889,0.53,6.2951,351,11.4471,0,1008.26
28.88888889,0.49,8.05,0,11.27,0,1007.6
27.22222222,0.54,11.27,0,11.27,0,1006.9
27.29444444,0.55,11.3988,303,11.0768,0,1007.01
27.22222222,0.51,12.88,300,11.27,0,1006.8
27.22222222,0.56,8.05,330,11.27,0,1006.5
24.84444444,0.71,0.966,212,11.4471,0,1006.94
22.77777778,0.79,0,0,11.27,0,1007.6
21.66666667,0.84,6.44,230,16.1,0,1008.1
21.65,0.82,11.2056,215,15.1501,0,1008.41
20.55555556,0.87,3.22,130,16.1,0,1008.4
18.88888889,0.93,11.27,210,15.134,0,1008.2
18,0.9,10.8192,277,15.1501,0,1007.57
18.33333333,0.9,3.22,250,15.134,0,1007.6
18.33333333,0.84,6.44,290,15.134,0,1007.5
17.31111111,0.88,3.8962,287,9.6117,0,1007.56
17.77777778,0.9,9.66,300,9.982,0,1007.6
20,0.84,9.66,300,9.982,0,1007.7
22.57222222,0.74,12.5097,310,9.982,0,1008
25,0.64,4.83,340,9.982,0,1008
27.22222222,0.44,11.27,300,9.982,0,1008
27.65555556,0.53,11.9462,302,11.4471,0,1008.08
28.88888889,0.4,12.88,300,11.27,0,1007.9
30,0.37,11.27,320,9.982,0,1007.5
29.95,0.39,9.5956,319,10.3684,0,1007.17
31.11111111,0.29,8.05,270,9.982,0,1006.5
31.11111111,0.29,9.66,280,11.27,0,1005.9
29.87777778,0.35,10.8997,273,11.4471,0,1005.44
27.22222222,0.51,16.1,290,9.982,0,1005.5
27.22222222,0.51,14.49,300,11.27,0,1005.8
24.13333333,0.66,9.3863,270,11.4471,0,1006.09
23.88888889,0.66,17.71,290,11.27,0,1006.4
23.88888889,0.62,14.49,320,16.1,0,1007.4
22.68888889,0.67,6.1341,3,15.5204,0,1007.24
20.55555556,0.78,11.27,300,16.1,0,1007.5
18.88888889,0.87,3.22,290,16.1,0,1007.6
19.96666667,0.79,11.1734,303,15.5204,0,1009
17.77777778,0.9,3.22,280,16.1,0,1007.4
17.22222222,0.9,6.44,280,16.1,0,1007.3
17.42777778,0.9,6.5688,295,14.7154,0,1007.64
17.77777778,0.9,8.05,290,9.982,0,1007.6
21.11111111,0.79,9.66,310,9.982,0,1007.7
22.68888889,0.71,8.0178,326,10.3684,0,1007.88
25,0.62,8.05,310,9.982,0,1007.8
26.11111111,0.54,9.66,310,9.982,0,1008.2
27.63888889,0.49,8.05,300,11.4471,0,1008.3
27.77777778,0.49,8.05,310,11.27,0,1008.5
28.88888889,0.37,11.27,0,9.982,0,1007.8
29.86111111,0.37,9.3058,345,10.3684,0,1007.32
30,0.35,3.22,310,9.982,0,1006.8
27.77777778,0.49,8.05,340,9.982,0,1006.6
30.92222222,0.33,2.898,304,10.3684,0,1006.53
31.11111111,0.32,1.61,340,9.982,0,1006.2
28.88888889,0.4,3.22,170,9.982,0,1006.5
26.35555556,0.56,7.4221,214,11.4471,0,1006.97
25,0.58,4.83,210,11.27,0,1007
23.88888889,0.62,6.44,240,16.1,0,1007.6
22.39444444,0.7,7.2289,278,15.1501,0,1007.97
21.66666667,0.71,17.71,320,16.1,0,1008.7
20,0.78,6.44,340,16.1,0,1008.7
19.61666667,0.92,4.1699,197,14.329,0,1008.37
19.44444444,0.81,6.44,340,16.1,0,1008.6
20,0.84,3.22,140,15.134,0,1008.9
18.97777778,0.93,9.5151,282,9.982,0,1009.43
18.88888889,0.9,1.61,260,11.27,0,1009.7
20,0.87,4.83,210,11.27,0,1009.9
20.97222222,0.82,10.7709,230,10.7065,0,1009.93
22.22222222,0.76,11.27,230,11.27,0,1010.1
23.88888889,0.69,9.66,260,11.27,0,1009.7
24.84444444,0.65,10.8353,254,15.1501,0,1009.54
26.07222222,0.6,13.846,255,13.4435,0,1009.54
27.22222222,0.54,16.1,260,11.27,0,0
27.58888889,0.47,14.1841,296,11.4471,0,1008.92
28.88888889,0.43,12.88,270,11.27,0,1008.4
27.77777778,0.43,12.88,260,11.27,0,1007.7
27.65555556,0.44,12.2199,284,10.3684,0,1007.57
27.22222222,0.44,4.83,260,9.982,0,1007.4
27.22222222,0.51,8.05,250,11.27,0,1007.4
24.93333333,0.63,11.6886,219,10.3684,0,1007.63
22.77777778,0.73,11.27,200,9.982,0,1007.4
22.77777778,0.76,11.27,210,16.1,0,1008.2
21.07777778,0.85,11.6725,204,15.1501,0,1008.41
20.55555556,0.9,14.49,200,16.1,0,1008.7
20,0.93,11.27,190,16.1,0,1008.4
14.35555556,0.9,5.5706,269,15.1501,0,1013.88
18.88888889,0.93,6.44,160,9.982,0,1008.1
18.33333333,0.93,11.27,170,9.982,0,1008
17.88333333,0.9,7.2128,169,9.6117,0,1008.29
18.88888889,0.9,9.66,170,11.27,0,1008.2
20,0.84,4.83,240,9.982,0,1008.5
21.11111111,0.79,11.27,319,8.3559,0,1008.87
17.77777778,0.9,20.93,300,7.084,0,1010.2
17.77777778,0.84,4.83,350,11.27,0,1010.4
20.08333333,0.74,14.1841,323,11.4471,0,1010.46
22.22222222,0.68,11.27,320,11.27,0,1010.4
22.77777778,0.62,8.05,280,11.27,0,1010.2
24.81111111,0.51,7.9856,297,11.4471,0,1010.2
25,0.54,14.49,290,11.27,0,1009.7
23.88888889,0.5,11.27,310,11.27,0,1009.8
22.65555556,0.55,19.9479,300,11.4471,0,1010.69
22.77777778,0.57,17.71,320,9.982,0,1010.1
22.22222222,0.53,12.88,280,9.982,0,1010.6
20.12222222,0.6,11.8496,310,10.3684,0,1011.38
17.22222222,0.75,9.66,300,9.982,0,1012.2
16.66666667,0.75,11.27,300,16.1,0,1013.1
14.73888889,0.86,6.7942,284,15.1501,0,1013.86
14.44444444,0.9,6.44,260,16.1,0,1014.3
13.88888889,0.93,3.22,260,16.1,0,1014.7
14.91111111,0.82,5.5545,0,15.1501,0,1014.61
13.33333333,0.9,0,0,16.1,0,1015
12.77777778,0.96,0,0,16.1,0,1015.1
12.86666667,0.93,3.3488,285,15.1501,0,1015.09
13.88888889,0.93,9.66,290,9.982,0,1015.3
17.22222222,0.75,16.1,320,9.982,0,1015.5
18.88888889,0.65,15.617,329,10.3684,0,1015.87
21.11111111,0.53,20.93,340,9.982,0,1016
22.22222222,0.49,24.15,320,11.27,0,1016.1
22.76111111,0.44,20.3343,342,10.3684,0,1015.96
23.88888889,0.45,14.49,0,9.982,0,1015.9
26.11111111,0.42,9.66,330,9.982,0,1015.5
25.92222222,0.36,9.4185,287,10.3684,0,1015.11
23.88888889,0.45,16.1,280,9.982,0,1014.6
25,0.33,11.27,310,9.982,0,1014.2
25.10555556,0.38,10.1591,304,10.3684,0,1014.07
26.11111111,0.34,4.83,10,9.982,0,1013.5
25,0.39,4.83,330,9.982,0,1013.3
23.02222222,0.51,3.22,0,10.3684,0,1013.48
18.88888889,0.68,4.83,40,9.982,0,1013.8
17.77777778,0.78,0,0,16.1,0,1014.4
16.88888889,0.79,8.05,340,15.5204,0,1014.66
8.333333333,0.89,3.22,130,9.982,0,1020.1
8.333333333,0.86,6.44,170,9.982,0,1019.6
14.01111111,0.92,5.5706,178,5.3613,0,1013.2
7.777777778,0.93,6.44,140,8.05,0,1019.2
8.333333333,0.96,6.44,130,8.05,0,1018.5
8.661111111,0.93,6.2951,147,8.3559,0,1018.54
11.11111111,0.86,9.66,130,8.05,0,1018.2
12.77777778,0.83,8.05,150,11.27,0,1018.1
14.93333333,0.79,8.0822,150,9.982,0,1018.19
17.77777778,0.65,9.66,160,11.27,0,1018
18.88888889,0.56,9.66,150,11.27,0,1017.8
19.63888889,0.55,11.5437,192,11.4471,0,1017.39
21.11111111,0.53,8.05,230,11.27,0,1016.6
21.11111111,0.53,8.05,170,11.27,0,1016.1
22.34444444,0.43,12.5258,181,11.4471,0,1015.76
21.11111111,0.53,11.27,150,11.27,0,1015.1
20,0.57,14.49,150,11.27,0,1014.7
17.45,0.73,7.4865,265,8.3559,0,1014.72
16.11111111,0.81,8.05,210,11.27,0,1014.8
16.11111111,0.87,9.66,90,6.118,0,1014.8
15.15555556,0.93,5.313,127,6.3434,0,1014.85
15,0.93,8.05,170,4.508,0,1014.5
15,0.96,6.44,170,4.508,0,1014.7
15.01666667,0.94,6.0697,160,4.8622,0,1014.67
18.88888889,0.68,6.44,180,16.1,0,1015
18.88888889,0.7,6.44,160,16.1,0,1015
17.32222222,0.88,9.7566,303,15.5204,0,1015.93
16.66666667,0.81,0,0,16.1,0,1015.7
16.11111111,0.84,3.22,190,16.1,0,1016
16.59444444,0.82,3.5742,221,15.5204,0,1016.67
17.77777778,0.84,1.61,180,9.982,0,1017.1
22.77777778,0.53,0,0,9.982,0,1017
25.78333333,0.48,8.05,290,10.3684,0,1017.19
27.22222222,0.34,12.88,260,9.982,0,1017.4
27.77777778,0.35,14.49,230,9.982,0,1017.7
26.12777778,0.4,17.6939,234,10.3684,0,1018.8
27.22222222,0.39,11.27,230,9.982,0,1018.7
27.77777778,0.35,4.83,250,9.982,0,1017.6
28.88888889,0.36,13.7172,208,10.3684,0,1016.97
31.11111111,0.32,9.66,230,9.982,0,1016.4
31.11111111,0.32,14.49,230,9.982,0,1016
30.90555556,0.32,11.6886,252,10.3684,0,1015.7
27.77777778,0.49,9.66,210,9.982,0,1015.1
27.22222222,0.51,4.83,220,11.27,0,1015.1
24.25,0.71,8.5813,209,8.3559,0,1015.28
17.77777778,0.97,17.71,210,6.118,0,1015.3
18.88888889,0.9,11.27,10,9.982,0,1016.6
17.81111111,0.91,9.5634,38,14.0231,0,1016.79
17.77777778,0.9,14.49,80,9.982,0,1016.1
17.22222222,0.9,17.71,80,15.134,0,1014.5
13.98888889,0.93,8.4364,267,15.1501,0,1015.86
15.55555556,0.96,0,0,0,0,1015.9
15,0.96,6.44,260,0,0,1016
15.27777778,0.96,3.864,159,11.753,0,1016.37
17.22222222,0.93,3.22,210,9.982,0,1016.4
17.77777778,0.9,4.83,190,9.982,0,1015.8
20,0.84,11.2378,189,11.4471,0,1015.54
22.22222222,0.73,14.49,200,11.27,0,1015.1
23.88888889,0.69,14.49,210,11.27,0,1014.6
24.84444444,0.65,13.6367,216,11.4471,0,1014.43
26.11111111,0.58,9.66,240,11.27,0,1014
26.11111111,0.5,9.66,260,11.27,0,1013.5
27.08333333,0.42,9.7405,217,10.3684,0,1013.03
27.22222222,0.44,12.88,200,9.982,0,1012.1
27.22222222,0.47,11.27,240,9.982,0,1011.5
27.11666667,0.46,12.8639,236,11.4471,0,1011.51
25,0.54,9.66,250,11.27,0,1010.7
23.88888889,0.66,8.05,240,11.27,0,1010.8
22.48333333,0.58,23.0552,288,11.4471,0,1011.21
18.88888889,0.61,37.03,340,11.27,0,1013
18.33333333,0.63,32.2,320,16.1,0,1014.6
17.1,0.71,25.1965,322,15.5204,0,1014.95
15,0.87,11.27,340,16.1,0,1014.7
14.44444444,0.9,11.27,290,16.1,0,1015
11.7,0.84,7.3094,285,15.1501,0,1019.01
12.77777778,0.93,11.27,280,15.134,0,1015.9
12.77777778,0.9,11.27,270,15.134,0,1016.3
12.91666667,0.87,13.7816,287,15.1501,0,1016.69
15,0.72,16.1,290,9.982,0,1016.6
16.11111111,0.67,22.54,310,9.982,0,1017.2
17.68888889,0.6,25.7117,308,10.3684,0,1017.59
20,0.49,25.76,310,11.27,0,1017.7
20,0.49,27.37,310,11.27,0,1017.7
21.06111111,0.4,29.1893,318,10.3684,0,1017.64
22.22222222,0.38,30.59,300,9.982,0,1017.5
22.22222222,0.35,27.37,310,9.982,0,1017.3
22.62222222,0.34,26.9836,310,10.3684,0,1017.25
22.77777778,0.32,30.59,320,9.982,0,1016.9
22.22222222,0.28,28.98,310,9.982,0,1016.5
22.20555556,0.3,24.4076,319,10.3684,0,1016.52
21.11111111,0.32,25.76,340,9.982,0,1016.5
21.11111111,0.32,20.93,340,9.982,0,1016.8
19.06111111,0.37,20.2538,348,10.3684,0,1017.3
15,0.55,11.27,340,9.982,0,1018
14.44444444,0.6,11.27,350,16.1,0,1018.7
14.37777778,0.57,13.2181,350,15.5204,0,1019.08
11.11111111,0.83,3.22,290,16.1,0,1019.3
11.66666667,0.77,6.44,270,16.1,0,1019.3
10.85,0.81,10.1591,246,15.5204,0,1020.29
11.11111111,0.83,11.27,290,16.1,0,1019.6
12.77777778,0.69,11.27,320,16.1,0,1020.1
12.79444444,0.66,13.7655,301,15.5204,0,1020.21
12.77777778,0.69,14.49,270,9.982,0,1020.2
15,0.55,20.93,300,9.982,0,1020.3
17.13333333,0.45,20.2216,292,10.3684,0,1020.63
18.88888889,0.34,25.76,300,9.982,0,1020.8
18.88888889,0.33,30.59,300,9.982,0,1020.7
19.95,0.32,29.4308,310,10.3684,0,1020.98
22.22222222,0.28,25.76,300,9.982,0,1020.7
22.22222222,0.28,28.98,300,9.982,0,1020.6
22.67222222,0.27,26.7743,311,10.3684,0,1020.23
23.88888889,0.24,27.37,280,9.982,0,1019.8
22.77777778,0.27,24.15,290,9.982,0,1019.5
22.77777778,0.27,23.0069,302,10.3684,0,1019.31
22.77777778,0.29,20.93,290,9.982,0,1018.9
22.22222222,0.28,17.71,300,9.982,0,1018.8
19.28888889,0.39,11.0768,295,10.3684,0,1019.21
15,0.6,8.05,250,9.982,0,1019.6
13.88888889,0.67,6.44,240,16.1,0,1020
13.36666667,0.7,6.8747,241,15.1501,0,1020.11
13.33333333,0.69,6.44,190,16.1,0,1020.1
11.66666667,0.77,6.44,200,16.1,0,1020.1
14.44444444,0.77,5.6511,168,15.1501,0,1020.67
11.11111111,0.8,11.27,240,16.1,0,1020.2
9.444444444,0.83,3.22,220,16.1,0,1020.3
10.13888889,0.85,4.2826,222,15.1501,0,1020.57
12.77777778,0.83,8.05,250,9.982,0,1020.9
18.88888889,0.52,12.88,270,9.982,0,1020.9
21.82222222,0.42,13.0732,269,10.3684,0,1021.2
23.88888889,0.27,9.66,290,9.982,0,1021.3
23.88888889,0.29,12.88,270,9.982,0,1021.4
24.89444444,0.33,13.8782,268,10.3684,0,1021.47
26.11111111,0.3,14.49,300,9.982,0,1021
27.22222222,0.24,22.54,310,9.982,0,1020.9
27.55555556,0.21,14.8603,309,10.3684,0,1020.92
27.77777778,0.2,17.71,310,9.982,0,1020.5
27.77777778,0.22,17.71,290,9.982,0,1020.5
27.67222222,0.23,18.1286,288,10.3684,0,1020.38
